wafer_id,temperature_c,pressure_torr,gas_flow_sccm,etch_rate_nm_min,voltage_v,current_ma,process_step,defect_label,process_step_encoded,power_consumption,zscore_anomaly,zscore_score,isolation_forest,iforest_score,oneclass_svm,svm_score,lof_anomaly,lof_score,mahalanobis_score,mahalanobis_anomaly,risk_score,ensemble_votes,ensemble_prediction
18,454.7137099889291,821.265337316042,124.58317939125442,93.41118275717211,4.393256633396673,17.028521068554987,CMP,0,0,74.8106631413642,0,2.0310587116640075,0,-0.0638429268175893,0,-0.07100700172691826,0,-0.451540118724854,4.004971253482506,0,45.03536795420624,0,0
19,436.3796388671818,764.6597499759821,112.8519274100853,87.08067749581161,4.616518508342566,21.94383738764049,Deposition,0,1,101.30413144410191,0,1.0031837657774256,0,-0.15961444017677656,0,-0.2781228807420433,0,-0.5444299612671815,2.3421124589085243,0,21.5353194034726,0,0
20,428.8154444799706,771.9444179536761,137.94524848392211,93.31609575570371,5.728386890106492,17.27227370066572,Oxidation,0,4,98.94226622922466,0,1.870602914481071,0,-0.07572839705705148,0,-0.02943296372037446,0,-0.4326512133253906,4.315811338037958,0,47.179983166072226,0,0
21,471.9847315338233,758.2627675036928,135.4484146241826,100.47283992747792,5.885311167204522,19.89607364398025,Etching,0,2,117.09458440044054,0,2.2695860820761355,0,-0.0878266168116082,0,-0.13600915560526927,0,-0.3809973442685233,3.149953703336481,0,39.112928727318,0,0
22,446.61335549270194,737.9464959782624,126.04097426355568,96.07666627849798,5.081995658923564,18.10737750855026,CMP,0,0,92.0216138929426,0,1.4069175040976047,0,-0.16729315258698946,0,-0.24606881167256256,0,-0.5637835364710373,1.9628440376633458,0,20.7710315996962,0,0
23,451.0129230703188,754.4222655715369,133.61006704769773,105.49184655168236,5.059577118496516,21.55168789413985,Lithography,0,3,109.04242693416835,0,1.3522522453746182,0,-0.16215408241855117,0,-0.26759705616806795,0,-0.5365706398039938,2.1415875498307657,0,21.9659255413838,0,0
24,428.6287772067981,712.0181571341707,120.64791350123382,85.86867366218225,4.865471851268191,19.3312963473721,Deposition,0,1,94.05587822666256,0,1.5732595977369341,0,-0.1398352084869588,0,-0.2614127899069476,0,-0.5074569858625124,2.5613836093093596,0,27.12799890023539,0,0
25,441.8342591321223,828.3125949415992,127.65437494375016,99.00190680558592,4.626205860676199,19.73107468895931,CMP,0,0,91.28001336350339,0,2.2635641149941,0,-0.12006169648840292,0,-0.10803987790950415,0,-0.47908002444424924,3.037714375225878,0,37.043986008863136,0,0
26,451.663838845648,722.9646400473281,134.77720295302075,85.01357758504545,5.550071623042897,19.79853147413993,Deposition,0,1,109.88326771254569,0,1.4691212757555676,0,-0.12328072540315754,0,-0.15842336011270797,0,-0.5276802619107486,2.7417012732534385,0,29.38283782803251,0,0
27,432.7350963386655,729.0410114845846,122.45498681794312,95.75341175338914,5.749430557558855,20.605140669871567,Deposition,0,1,118.46782541015833,0,1.9241068671723176,0,-0.11762256673467858,0,-0.2056997242534252,0,-0.5211188534093796,2.6824797820882886,0,30.830732618321537,0,0
28,455.635470275185,746.792223868408,117.44812828485716,100.92266738045184,4.642632365664285,20.026009527966615,CMP,0,0,92.97339998963916,0,1.4069175040976047,0,-0.17371495366090312,0,-0.2384366453543061,0,-0.5851579101561505,1.9235831175989608,0,20.240814406829184,0,0
29,440.9904196512179,798.6422717455713,102.95378041822885,93.28397946540623,4.96686464863016,19.913453622077768,Oxidation,0,4,98.90742882763429,0,1.7174592399171569,0,-0.13793812010001372,0,-0.1592354402422551,0,-0.5007043597450245,2.6281835966539053,0,29.830708097172558,0,0
30,445.6245937531008,760.4352699778797,119.16866474278504,99.40901283269564,4.8200534797159325,18.963196049490445,Lithography,0,3,91.40361910488184,0,0.6965174168098078,0,-0.1940910078098645,0,-0.35145985378590705,0,-0.6136766248217018,1.1619217781040765,0,8.505931549205973,0,0
31,440.9744008165591,722.9159261190862,128.23423184562313,87.32214132133653,4.831904370054009,16.850541253315814,Deposition,0,1,81.42020391967205,0,1.5691593661084504,0,-0.12349794971778938,0,-0.23945361837426948,0,-0.5419350456516039,2.6045466235825034,0,27.625790011606405,0,0
32,477.78417276763406,797.6301508227202,129.45633427567628,81.69048017442894,5.474363302171945,17.76289808091629,Oxidation,0,4,97.2405573943886,0,1.8533851828559567,0,-0.05818036666333404,0,-0.04278887711271673,0,-0.3982114594954034,3.8216626186057936,0,43.68960366744991,0,0
33,449.797541628931,781.9300188035644,125.0436506571841,99.45623697990244,4.475215381853551,21.43695947736129,Deposition,0,1,95.93501079325851,0,1.3156111446112562,0,-0.16546456766299306,0,-0.2829498465631858,0,-0.5741779259893581,2.17253409606347,0,21.37361757379509,0,0
34,434.1343360656615,776.1530487164936,114.5870090503776,108.95208187260586,5.186587876374523,19.388361073347404,Deposition,0,1,100.55943848579537,0,1.721922389479377,0,-0.14809208226329745,0,-0.20899539537719547,0,-0.5457430205514806,2.4286490048070744,0,27.020011656565725,0,0
35,462.3381736815479,781.4720272351252,100.23178431052408,87.03164047864087,5.291295242922346,18.67198044455504,Oxidation,0,4,98.79896130221316,0,1.990021367735623,0,-0.10335446358383771,0,-0.1387370135578897,0,-0.46114847042330553,3.0359015098486672,0,35.65357622459076,0,0
36,431.68734525043465,831.8308570174735,115.04784901995264,104.77755344085436,4.9431395305592725,17.18854371116391,Deposition,0,1,84.9653698914003,0,2.379639755539091,0,-0.07972385832696793,0,-0.04837044462169765,0,-0.40045144969342394,3.4649888797251545,0,43.21148233184634,0,0
37,453.1329539250713,825.5528468510834,116.95655128946048,95.34738727053129,5.357227130794709,16.560705719819296,Lithography,0,3,88.71946198732306,0,2.1725136132290115,0,-0.10592415864447818,0,-0.10287146671518121,0,-0.4427380593782526,3.4201294046490194,0,40.22340899777427,0,0
38,420.6049481418034,739.3985397099011,116.87071032809986,84.3144678264554,5.05906073621498,18.593586239743605,CMP,0,0,94.06608209091401,0,1.972411837961972,0,-0.1224282327638318,0,-0.16702837158697326,0,-0.46362243009642823,2.939293735895366,0,34.115290373062045,0,0
39,430.07720926652354,808.7165497843346,126.18556356977923,85.94795758918269,5.486851968462445,21.776105708090515,Oxidation,0,4,119.48226846988273,0,1.6170450539566144,0,-0.07898859893273014,0,-0.0928117108201319,0,-0.43728120695665695,3.453517508403535,0,38.20035017660408,0,0
40,452.9529185380368,771.495045692767,139.8567641101484,95.1262781868852,4.391117878029658,18.885859612755365,Etching,0,2,82.93003578752835,0,1.9777538904209024,0,-0.12968871260818293,0,-0.21420844453994559,0,-0.4676655783759034,2.7377339303784187,0,31.799075307730444,0,0
41,461.0769986999312,774.9728744841325,121.23529201841092,91.76430169660718,4.860489895597253,20.800971050482897,Deposition,0,1,101.10290960948309,0,0.7355271287677397,0,-0.1895851215241836,0,-0.33453419906459414,0,-0.5971366836092379,1.3393276824141094,0,10.557700520230776,0,0
42,452.5705242178496,709.2318750507002,117.83268210843538,84.49669618593408,4.9712747428595865,18.793880341204083,CMP,0,0,93.42954266055317,0,1.6651855175811794,0,-0.13566268359197825,0,-0.17579134961128384,0,-0.47687224647993265,2.6032012767496098,0,29.431599683989123,0,0
43,448.2652757641764,754.8884270383542,117.40778186995908,81.44768575019675,3.93111704621146,21.277733392057694,Lithography,0,3,83.64526044226079,0,2.6989922342183874,0,-0.08110358223479375,0,-0.10399739142494152,0,-0.3585778087546039,3.809072913275516,0,47.252320002624444,0,0
44,445.48344456616064,735.6152922899031,121.24384766907714,88.22624537658795,4.565618906568586,19.296498396382663,Lithography,0,3,88.1004579090951,0,1.0857583435049556,0,-0.16801752502160344,0,-0.31349055711216123,0,-0.5888771962495186,1.8756728272703533,0,17.26751042968977,0,0
45,427.8221701444886,784.8417644467993,111.717062396516,96.55047206664896,4.674560298256486,17.536231508899007,Etching,0,2,81.97417159253372,0,1.4895157053694152,0,-0.13304532341373632,0,-0.25677456564900836,0,-0.5162509517545903,2.6209513776324442,0,27.232063737725127,0,0
46,439.2023368740794,792.1324150120842,121.20198558746056,94.9487939791749,5.37928239792934,19.462093864201112,Lithography,0,3,104.69209895054566,0,1.0698959146773734,0,-0.17532565168919856,0,-0.287187962589172,0,-0.5695792515516189,1.8137782628183932,0,17.130686274550172,0,0
47,443.0904184356032,697.7654094695107,124.508123363318,90.99009633999935,4.71726266147416,23.66800083656081,CMP,0,0,111.64817661804749,0,2.0434908593720986,0,-0.09061474593346752,0,-0.08490621227680761,0,-0.4104561929261199,3.5432871246914774,0,41.322733936561235,0,0
48,465.85683339328375,759.3389540798719,122.09686063574487,96.61509755433188,4.672768405077609,23.579768631101707,Etching,0,2,110.18279785845216,0,1.7976068679972164,0,-0.14831827536890058,0,-0.2558534441085615,0,-0.5546415309741966,2.6920982582336546,0,28.765639528863524,0,0
49,455.1542743435269,793.6558451438276,124.57541934004782,103.3202137589015,5.326994312262476,20.973066605558728,Oxidation,0,4,111.72340651851343,0,1.397662390445612,0,-0.14586655765082107,0,-0.20462862564378548,0,-0.5508119432889043,2.3789519166298017,0,24.982199204284246,0,0
50,423.55439766955897,754.3996311305966,124.33747609348536,98.1530120834732,4.352835741683978,19.725882369172595,Etching,0,2,85.8635258127883,0,1.7750675177096369,0,-0.1361668184224996,0,-0.2652499319842647,0,-0.5456567449511711,2.462056254685279,0,27.012555060361336,0,0
51,454.86125954092194,781.871909350071,102.28103317753556,94.02953062888336,4.171502373022571,20.607803604190167,Oxidation,0,4,85.96550163766238,0,2.087807649474004,0,-0.09369839671355829,0,-0.09239476889216436,0,-0.4681787770578134,3.2338348750075587,0,38.38966323297275,0,0
52,444.22376579375526,770.5349640288125,126.36870158395404,102.4245760532855,4.855363079972261,20.63370467746658,Lithography,0,3,100.18412789402218,0,0.9086163035849625,0,-0.19111512793116164,0,-0.32414215443539174,0,-0.5878861516085964,1.465389138109422,0,12.651346673290572,0,0
53,439.8461699954106,770.2498069585788,113.28985154337546,87.32119758226963,4.4209172927686575,19.9202264952658,CMP,0,0,88.06567378878897,0,1.453665140959548,0,-0.14011600033813343,0,-0.20894407749508648,0,-0.5412030899032794,2.4561819283585553,0,26.01075700168843,0,0
54,459.175144332613,751.8605506579511,109.0416083699604,93.2006436835572,4.43612828213614,20.881888039845236,Deposition,0,1,92.63473411795786,0,1.414990890981631,0,-0.15892612138237344,0,-0.2514812707905367,0,-0.5639225751629027,2.196318729258054,0,22.69547072156572,0,0
55,465.4649928374392,723.5025758759288,108.95548172145004,93.39129651519706,5.229373516675193,20.416453724307125,Etching,0,2,106.7652624103163,0,1.1943619394647904,0,-0.16147483208507468,0,-0.2787090001469008,0,-0.5482040969927893,2.0534372166730375,0,20.200056531194605,0,0
56,463.969201786743,726.3540955772492,124.3354161047253,85.10437393245724,5.350389535165032,19.368055229271373,Lithography,0,3,103.62664001519194,0,1.249424789553072,0,-0.14862765793756844,0,-0.24749831415498125,0,-0.542199163177757,2.279266482082356,0,22.920185359728126,0,0
57,437.4117371516604,781.2805754336595,117.77425072775146,91.64100670172512,5.31554568634085,17.609486401232715,CMP,0,0,93.60402947875042,0,1.4069175040976047,0,-0.14614124355389746,0,-0.2110068793640082,0,-0.5466918585968084,2.555017022448518,0,26.36116980734638,0,0
58,445.36181436223177,760.5837476655665,103.18031216014587,78.40032255283758,5.443510664122893,19.07988151555967,Deposition,0,1,103.86153850015033,0,2.0847278805216254,0,-0.11251256052449304,0,-0.1753293360152982,0,-0.43312354950396825,3.0418855968087906,0,35.86590961869731,0,0
59,454.9689514710535,755.8446326617833,124.78037815192285,110.29742438130364,5.496453728005921,21.599037698147196,Etching,0,2,118.71811127732158,0,1.8895477091991673,0,-0.12291651479335469,0,-0.24648420516204372,0,-0.5214891318906523,2.6933448178956017,0,30.11816104945442,0,0
60,464.6331769068354,747.2832987303294,105.60391869201172,87.5006896925095,4.148563916469228,19.937075551009272,CMP,0,0,82.71023223083792,0,2.1461291420093973,0,-0.08023854585831047,0,-0.05360947587437881,0,-0.41601696848570136,3.281282947919353,0,40.32234374814714,0,0
61,442.81238643232064,750.8443346355774,121.3982135851821,107.68891305137048,5.180164783971787,20.60057378317501,Lithography,0,3,106.71436684121564,0,1.5645356450996104,0,-0.1742409742175492,0,-0.2814440722426581,0,-0.5847754899354287,1.8924440880919933,0,20.254237404464558,0,0
62,447.2151153500428,791.4073538346441,122.38498925673052,95.30467604575594,4.788156720172177,19.43396894459117,Etching,0,2,93.05288900166161,0,1.0459744617581108,0,-0.19034143831450018,0,-0.356361645830351,0,-0.5934138439421932,1.252669229857653,0,11.240188167265181,0,0
63,433.4049753899096,749.9426775439592,128.85577081695044,99.51891305724769,4.701030301603826,17.88080498997875,Etching,0,2,84.05820607495899,0,1.242489759560141,0,-0.15725607899064825,0,-0.3171942283160899,0,-0.540394348302002,2.142425635838623,0,20.791967973208465,0,0
64,432.05690063879,719.7680586009529,137.81684786466852,91.08960161319254,5.224165852883482,19.522740570256357,Oxidation,0,4,101.99003464183626,0,1.7734905886235013,0,-0.11459981371515127,0,-0.15107699832366395,0,-0.4928373802000885,3.000076574316617,0,33.579928078558886,0,0
65,462.187887335913,782.3095532662052,106.3532367409946,96.6634375356934,4.307881808041699,17.955088198501297,Oxidation,0,4,77.34839781210795,0,1.7727581218536563,0,-0.08218185870297257,0,-0.10103667775233571,0,-0.4970972615671996,3.4850097586372506,0,38.47725074812604,0,0
66,470.3436004285624,753.8537000840585,119.4752614393695,100.20391711990747,4.299556557651072,17.827421652792896,Etching,0,2,76.6500076732764,0,1.8279510842532682,0,-0.11341472699816779,0,-0.23258754773334522,0,-0.5102666698620175,3.144542481864351,0,33.76779978703275,0,0
67,448.919848176295,760.9418759659833,117.23664704955785,100.31641931515344,5.253429097632687,22.41127321773882,CMP,0,0,117.73603483706526,0,1.4190299744919086,0,-0.14972253449678558,0,-0.241928331818837,0,-0.5644610719465459,2.243499693729001,0,23.347542856358857,0,0
68,465.0529934683804,808.2273491919854,124.33749685960962,101.19818712059484,5.195114407004359,19.159827990131568,Lithography,0,3,99.53749842725789,0,1.6009051897602231,0,-0.15295196760974894,0,-0.2157737611041819,0,-0.562065947512816,2.3033867083302497,0,25.07732269038533,0,0
69,455.4245403757145,759.3831832794848,122.15668770933618,92.0533383196866,5.054693062348604,18.517030549079934,Deposition,0,1,93.5979058517315,0,0.7353816416405871,0,-0.1950355936039022,0,-0.34876617194231807,0,-0.5945763644068883,1.160571598593924,0,8.916982445166518,0,0
70,440.3232036809232,768.6755101935618,116.4745375726338,91.15712262006916,4.648034638110746,23.23591936876181,Oxidation,0,4,108.00135807435326,0,1.6255722463273194,0,-0.14090286869463226,0,-0.2246984311149689,0,-0.5083011792086753,2.843614429615283,0,30.057290848687963,0,0
71,455.4209340826262,724.6322952610502,115.59097811389144,82.24658939785917,5.29753185383285,21.629970070808483,Lithography,0,3,114.58545544755913,0,1.6054954876877459,0,-0.12672086658485027,0,-0.2187033568825716,0,-0.5360923228236971,2.5942928466063124,0,28.015532689996554,0,0
72,473.0705484969896,753.4099164294712,108.83549144815952,99.18575208941547,5.27212115682419,19.256981548996325,Etching,0,2,101.52513984103659,0,1.5380019329099597,0,-0.16162151492017574,0,-0.26512706069705627,0,-0.556829344814803,2.15736125946948,0,22.885846949365767,0,0
73,449.4626094133507,778.285781356258,129.8786158240651,103.65902969058754,5.034121806018982,20.855272651104737,Lithography,0,3,104.98798282339766,0,1.0624252290401648,0,-0.17912324532483148,0,-0.2982153642573898,0,-0.5730226961970548,1.7574306267797883,0,16.412933051649425,0,0
74,473.4696548372101,713.3387879847627,124.59204181599527,107.92785343934344,4.529071583492091,19.528423363478595,Lithography,0,3,88.44562732593396,0,1.5943068436375254,0,-0.10664172973044839,0,-0.15938430452695473,0,-0.4549426717575502,3.05449371351945,0,33.482749216427976,0,0
75,410.7038234386538,766.0253527934713,129.17768197795138,97.44138107664406,4.829900661708197,18.6146406414408,Lithography,0,3,89.90686515155522,0,2.634884853990672,0,-0.1243659928566036,0,-0.15328274134387232,0,-0.46745601672845427,3.015657466874095,0,38.270075599053115,0,0
76,462.3285375656284,763.0237321793442,116.89603863524486,88.86816181673144,5.335133471009777,20.94938244897001,Etching,0,2,111.76775150048466,0,0.9473634668043206,0,-0.17941157128422364,0,-0.3383877994878164,0,-0.582198597878383,1.602620981132306,0,13.9815958922752,0,0
77,451.30570602357255,761.2386236676232,113.4316453130557,81.42323085368436,5.530876489120715,19.351396229359597,Oxidation,0,4,107.03018243662424,0,1.7080832958622716,0,-0.12235969348323833,0,-0.16147158907947,0,-0.5336705976104612,2.706996608489561,0,30.268399126993696,0,0
78,445.514889743012,791.1147669597473,109.21684933370771,103.3333338646668,4.869385358649469,20.150996017998807,Deposition,0,1,98.12296497224713,0,1.090318229155004,0,-0.16850692269243378,0,-0.2568452616455783,0,-0.5393823023596431,2.0192064651444763,0,19.657560605017242,0,0
79,451.37641164803256,770.0331554454557,123.5891758374066,80.62978746577971,4.900130812876695,22.042726469799344,CMP,0,0,108.0122431744765,0,1.8069437724451514,0,-0.13664606004543145,0,-0.18557006189462288,0,-0.4913468573625823,2.5780510124074496,0,29.679910940964465,0,0
80,420.1864662809866,804.3421569506934,109.60206775471764,92.27516737804989,4.935324356789976,21.822426207590752,Oxidation,0,4,107.70075158657454,0,2.000411984288823,0,-0.10511823531896247,0,-0.0974103953741896,0,-0.37247235176057103,3.162528848582078,0,38.13065803068748,0,0
81,446.7049216824373,730.1923145321789,138.4866306896655,93.20554537645084,5.109957203564389,18.89981341628785,Deposition,0,1,96.57723771258297,0,1.8405580731951001,0,-0.1595026783667301,0,-0.23451052574220776,0,-0.5537120729220493,2.284377882098457,0,25.91751147946727,0,0
82,455.3566885726762,764.0777370165505,106.9235741890656,94.44435889719183,4.767573079975991,20.972063204574173,Etching,0,2,99.98584396568283,0,1.3199511633563372,0,-0.18184408781988726,0,-0.3252624972404674,0,-0.5790038939703424,1.576371737147427,0,15.882819789415873,0,0
83,472.16841067112273,762.5340035916985,122.73660119212502,95.28642080028672,3.842325976971367,17.74428750770849,Deposition,0,1,68.17933683371685,0,2.9247453344696277,0,-0.04842935310562735,0,-0.04823724323267187,0,-0.37131780833588524,4.775754555422982,0,57.08192706790255,0,0
84,442.2259467258953,727.9223651873476,135.66854707213787,96.1051804509406,5.477107600658838,20.90082832263141,Etching,0,2,114.47608566595001,0,1.5583743974030837,0,-0.14410737097217124,0,-0.24696144932463326,0,-0.5158516056586686,2.423268192425685,0,26.00567525149308,0,0
85,437.8725959566022,788.6888500627404,125.99089759263808,75.67709390337177,5.717875578865019,20.29699061160221,Deposition,0,1,116.05566694253285,0,2.4240333511252774,0,-0.07813246844666177,0,-0.04859974203208495,0,-0.39109110986885876,3.396420551201743,0,43.02643483225352,0,0
86,442.473644346232,829.7401991755845,121.7567371249178,95.11724727896102,4.755040056157715,20.757958724726866,Oxidation,0,4,98.70492522014477,0,2.310664095703584,0,-0.12690743982117775,0,-0.15148568737803003,0,-0.4816545105745025,2.8269428795898386,0,34.94364621842405,0,0
87,463.7310317655311,759.4898177654851,110.31516353038104,77.16339540710499,4.57333865243249,19.405110490711536,Etching,0,2,88.74614186189427,0,2.238844997116869,0,-0.11825694971838596,0,-0.18374511807460137,0,-0.509623987568534,2.8736331343818464,0,34.3582611830049,0,0
88,454.9312666448953,775.150632648213,106.18230811432296,100.85774458472795,4.945159791043912,24.16814254730498,Lithography,0,3,119.51532674915018,0,2.0919820351435936,0,-0.10460534220375062,0,-0.18755786449721024,0,-0.5155693536311079,2.734040969792492,0,32.604919731519324,0,0
89,442.0535969434944,762.5355542744599,127.70050108917586,90.5589987535711,4.924998446508491,18.19740058475937,Etching,0,2,89.6221696104326,0,0.8952988670319129,0,-0.18450490147757337,0,-0.3539667528005337,0,-0.5877691866402891,1.4264407999677604,0,11.994014364739277,0,0
90,457.69901149670034,738.5924599027848,135.06147240774948,77.7437061982132,5.398207430865184,21.94310342193692,Etching,0,2,118.45342394854313,0,2.1665401518693073,0,-0.08857172598496754,0,-0.13035520305892961,0,-0.4113186566080467,3.3330893767690504,0,39.75296125810191,0,0
91,451.45616324022063,705.3771916659396,115.61150009521828,88.48636258091699,5.021855776658015,17.936603360463337,Deposition,0,1,90.07503519936637,0,1.7923604787793248,0,-0.14992060465088886,0,-0.2520886360553817,0,-0.5042861110889214,2.3488843242278925,0,26.60597260474098,0,0
92,464.5296748579933,738.8267955071391,108.60938492383649,90.43939728652276,4.682950867851527,21.00868834925864,Etching,0,2,98.382655337583,0,1.1511455726107238,0,-0.16750325889105733,0,-0.2709188015680064,0,-0.5638254003637082,2.042081453855369,0,19.730881096435006,0,0
93,439.4692035918397,718.2412485714481,95.4183056945098,104.52559694044004,4.47263621977678,21.151579954503564,Deposition,0,1,94.60332261001714,0,2.4720102912597697,0,-0.09184297744357561,0,-0.05560310273530916,0,-0.33842617982173495,3.5910644003828605,0,45.03968348953883,0,0
94,445.0850678010335,811.1230623417736,110.19235156337464,96.57310193400195,5.346253673927869,20.10995174312457,Oxidation,0,4,107.51290338919188,0,1.696441494744749,0,-0.1320996018626125,0,-0.15231595761302952,0,-0.5166517259920291,2.6034189740185627,0,29.54303910155684,0,0
95,444.1183777030176,756.5467091823028,118.8634315750096,97.75555955480463,5.2398044964657,19.009351178912592,Etching,0,2,99.60528378216175,0,0.6283722370428938,0,-0.19594042740236373,0,-0.363837350279249,0,-0.5930399426171752,1.0296917919328017,0,7.14317833669101,0,0
96,428.0472757780182,749.6224201285848,135.99123240836735,104.4497730737648,5.424223951236727,20.2822697814906,Lithography,0,3,110.01557353420623,0,1.5906859064495416,0,-0.12684962127060517,0,-0.16368712405591535,0,-0.5499563394678113,2.8105501861854063,0,30.19733668251348,0,0
97,454.4418041559687,786.6746147436342,126.73133692232967,94.23084569660408,4.612725299711562,20.53402066686035,Lithography,0,3,94.71779663482683,0,0.9659893804246149,0,-0.17331060308242663,0,-0.3083820232628717,0,-0.5742207998951085,1.7109140965788021,0,15.493428011680098,0,0
98,453.9158290826984,726.3474669143234,123.05085404706752,101.03350368825924,5.735374759811331,23.579872972612566,Oxidation,0,4,135.2394082866795,0,2.8023012708009,0,-0.04024032694947777,0,-0.07596057259483918,0,-0.47784505075255623,4.7372948302805025,0,54.80156934482976,0,0
99,450.0767018496369,736.9940788598634,115.9988033869887,100.47088891145592,4.3025221971771055,18.255319429399407,Lithography,0,3,78.54391706154944,0,1.7546870805879762,0,-0.13105242855998955,0,-0.2552458469098301,0,-0.5778361034640511,2.740512156192122,0,28.956368828637768,0,0
100,446.4811929993728,762.0421680774587,114.16834282744044,84.7082440514447,5.283840408560592,18.888173007372,Deposition,0,1,99.80209178023561,0,1.298781289868789,0,-0.1731171332381466,0,-0.30208124542476555,0,-0.5769984066795599,1.854820068639169,0,18.40644557492786,0,0
